,struct_typ,occ_type,year_built,no_stories,magnitude,distance,meandamage
1703,C4,RES3,20070530,2,5,7.442715685,0.23778
1704,C4,RES3,20070530,14,5,7.354831055,0.14891
1705,C4,RES3,20070530,1,5,7.416290249,0.23795
1706,C4,RES3,20070530,1,5,7.36072595,0.2383
1707,C4,RES3,20080616,2,5,7.288846648,0.24145
1708,C4,RES3,20080616,1,5,7.268708686,0.24158
1709,C4,RES3,20080616,15,5,7.251220292,0.14582
1710,C4,RES3,20080616,15,5,7.281945943,0.1457
1711,URM,COM2,19731230,1,5,7.648356914,0.1715
1712,C4,RES1,20101015,4,5,7.347147173,0.23705
1713,C4,RES3,20070530,2,5,7.453280874,0.23771
1714,C4,RES3,20070530,1,5,7.409847929,0.23799
1715,C4,RES3,20070530,15,5,7.427582554,0.14473
1716,C4,RES3,20070530,15,5,7.38893716,0.14488
1717,C4,RES3,20070530,15,5,7.435120928,0.14471
1718,C4,RES3,20070530,15,5,7.394325678,0.14486
1719,C4,COM1,19841201,3,5,7.533240181,0.18882
1720,URM,RES3,19900626,3,5,7.45207485,0.19987
1721,URM,RES3,19900626,3,5,7.454810662,0.19986
1722,C4,RES1,20031216,4,5,7.651472,0.21159
1723,C4,COM2,20041215,3,5,7.639092083,0.21997
1724,C4,COM2,20010205,2,5,7.631257744,0.22175
1725,S1,COM2,20001229,4,5,7.620107382,0.08161
1726,S1,COM2,20090102,1,5,7.504127063,0.1214
1727,C4,RES3,20081030,10,5,7.433244772,0.1809
1728,URM,RES3,19900626,3,5,7.457461249,0.19984
1729,URM,RES3,19900626,2,5,7.444485709,0.19991
1730,URM,RES3,19900626,3,5,7.44333039,0.19992
1731,URM,COM1,19820324,2,5,7.545285558,0.18547
1732,S1,COM1,20120127,1,5,7.502553053,0.12469
1733,S1,COM1,20120127,1,5,7.486818319,0.12474
1734,S1,COM2,20100805,1,5,7.553660522,0.1098
1735,C4,RES3,20081030,13,5,7.51867932,0.15742
1736,C4,RES3,20081030,12,5,7.488353559,0.16277
1737,C4,RES3,20081030,11,5,7.459946934,0.16882
1738,C4,RES3,20081030,15,5,7.603183636,0.14958
1739,C4,RES3,20081030,15,5,7.565892615,0.14973
1740,C4,RES3,20081030,14,5,7.528442899,0.15422
1741,C4,RES3,20081030,0,5,7.456593206,0.24037
1742,C4,RES3,20081030,10,5,7.459062228,0.1629
1743,C4,RES3,20081030,13,5,7.553811634,0.15727
1744,C4,RES3,20081030,15,5,7.658270092,0.14935
1745,C4,RES3,20081030,12,5,7.5236646,0.16262
1746,C4,RES3,20081030,11,5,7.496173771,0.16866
1747,C4,RES3,20081030,15,5,7.607792022,0.14956
1748,C4,RES3,20081030,15,5,7.614385016,0.15386
1749,C4,RES3,20081030,15,5,7.63376509,0.16213
1750,C4,RES3,20081030,14,5,7.554423671,0.15411
1751,C4,COM2,20100827,3,5,7.543177043,0.22934
1752,URM,RES1,19780523,1,5,7.537820766,0.17926
1753,URM,RES1,19780728,1,5,7.530826035,0.1793
1754,URM,RES1,19780629,1,5,7.52212887,0.17934
1755,URM,RES1,19780623,1,5,7.524604396,0.17933
1756,URM,RES1,19780620,1,5,7.526732849,0.17932
1757,URM,RES1,19780810,1,5,7.533726129,0.17928
1758,URM,RES1,19800313,1,5,7.55834416,0.18223
1759,URM,RES1,19800827,1,5,7.532784315,0.18236
1760,URM,RES1,19951226,2,5,7.537822554,0.20921
1761,URM,RES1,19781117,1,5,7.536594325,0.17927
1762,C4,COM2,20091229,2,5,7.542514736,0.24254
1763,URM,RES1,19781114,1,5,7.528722977,0.17931
1764,URM,RES1,19780921,1,5,7.519418922,0.17935
1765,C4,RES1,19780927,1,5,7.537197349,0.17927
1766,URM,RES1,19781031,1,5,7.531182887,0.1793
1767,URM,RES1,19820726,1,5,7.505399836,0.18567
1768,URM,RES1,19821118,1,5,7.497584648,0.18571
1769,URM,RES1,19761227,2,5,7.510982989,0.17642
1770,URM,RES1,19940516,2,5,7.494306506,0.20741
1771,URM,RES1,19790602,1,5,7.478139732,0.18108
1772,URM,RES1,19820906,1,5,7.487831108,0.18576
1773,URM,RES1,19810720,1,5,7.540570206,0.18389
1774,URM,RES1,19820526,1,5,7.540382098,0.1855
1775,S1,COM2,20020227,1,5,7.607645177,0.11738
1776,S1,COM2,20120323,1,5,7.602334172,0.128
1777,S1,COM1,1954,1,5,7.493122843,0.08424
1778,C4,COM1,19950817,3,5,7.478625497,0.20954
1779,URM,RES1,19761227,1,5,7.518161934,0.17639
1780,C4,COM2,19970910,2,5,7.509318174,0.21356
1781,URM,RES1,19790113,1,5,7.502822503,0.18096
1782,URM,RES3,19890417,3,5,7.51230148,0.1977
1783,URM,RES1,19920629,1,5,7.337512342,0.20431
1784,URM,RES3,19880811,3,5,7.331857122,0.19683
1785,URM,RES1,19891007,1,5,7.322995316,0.1987
1786,S1,COM2,19940812,1,5,7.597240996,0.11011
1787,URM,RES1,19960618,2,5,7.309178223,0.21258
1788,S1,RES1,20010711,1,5,7.295555046,0.1174
1789,C4,RES1,20110517,5,5,7.275548492,0.24027
1790,S1,COM2,20030529,1,5,7.265040641,0.11945
1791,URM,RES1,19850628,1,5,7.423962934,0.19108
1792,URM,RES1,1978,1,5,7.423822823,0.17982
1793,S1,RES1,19970626,1,5,7.325792666,0.11357
1794,URM,RES1,19900716,2,5,7.349198333,0.20042
1795,S1,COM2,20040218,2,5,7.299928964,0.09315
1796,URM,RES1,19930901,2,5,7.343325476,0.20625
1797,URM,RES1,19891027,1,5,7.329354815,0.19867
1798,S1,RES1,19910925,1,5,7.320048486,0.10841
1799,URM,RES1,19800331,1,5,7.465628496,0.18269
1800,URM,RES1,19801010,1,5,7.460925605,0.18271
1801,URM,RES1,19810408,1,5,7.457057938,0.18431
1802,URM,RES1,19801230,1,5,7.455233591,0.18274
1803,URM,RES1,19850809,1,5,7.450415109,0.19094
1804,URM,RES1,19801230,1,5,7.444622295,0.18279
1805,W1,RES1,1930,1,5,7.419784804,0.12668
1806,W1,RES1,1940,1,5,7.42948458,0.13358
1807,URM,RES1,19820806,1,5,7.479507351,0.1858
1808,URM,RES1,19820518,1,5,7.477335043,0.18581
1809,URM,RES1,19821231,1,5,7.490238847,0.18575
1810,URM,RES1,19821231,1,5,7.493165432,0.18573
1811,C4,RES1,19820309,1,5,7.485992369,0.18577
1812,URM,RES1,19800827,1,5,7.469718224,0.18267
1813,URM,RES1,19810506,1,5,7.446444041,0.18436
1814,URM,RES1,19811215,1,5,7.44231119,0.18438
1815,S1,COM1,20081117,1,5,7.390103431,0.12425
1816,S1,COM1,20120618,2,5,7.426796703,0.12495
1817,S1,COM1,20120704,1,5,7.426355289,0.12861
1818,S1,COM1,20120615,1,5,7.433147849,0.12859
1819,S1,COM1,20120615,1,5,7.420831824,0.12863
1820,W1,RES1,1957,1,5,7.380475775,0.14748
1821,W1,RES1,1957,1,5,7.368784461,0.14752
1822,URM,COM2,19831125,3,5,7.380602365,0.18794
1823,URM,RES1,19721109,1,5,7.468336495,0.17096
1824,URM,RES1,19721109,1,5,7.47118657,0.17095
1825,URM,RES1,19721109,1,5,7.459915027,0.171
1826,URM,RES1,19940812,2,5,7.451376392,0.20765
1827,URM,RES1,19790703,2,5,7.38714011,0.18152
1828,URM,RES1,19790703,2,5,7.379819119,0.18156
1829,C4,RES1,19940513,2,5,7.372995517,0.20809
1830,S1,COM2,20061121,1,5,7.400735145,0.12208
1831,C4,RES1,20130703,5,5,7.374249614,0.22698
1832,C4,RES3,19891005,3,5,7.3681559,0.19846
1833,URM,RES1,19790511,1,5,7.36437623,0.18163
1834,URM,RES1,1972,1,5,7.465579863,0.17098
1835,URM,RES1,19721109,1,5,7.455548854,0.17102
1836,URM,RES1,19721109,1,5,7.474505643,0.17094
1837,URM,RES1,19721109,1,5,7.466571998,0.17097
1838,URM,RES1,19721109,1,5,7.458117642,0.17101
1839,C4,RES3,19821206,4,5,7.323511475,0.18658
1840,URM,COM2,19760809,1,5,7.361843246,0.17713
1841,S1,COM2,20070529,2,5,7.354531297,0.10753
1842,C4,RES3,19940915,17,5,7.63873499,0.11723
1843,URM,RES1,19781220,2,5,7.369251826,0.18008
1844,URM,RES1,19790803,2,5,7.359813234,0.18165
1845,URM,RES1,19870107,2,5,7.368028872,0.19485
1846,C4,COM2,20080522,3,5,7.384060974,0.23148
1847,URM,RES1,19840727,1,5,7.301062907,0.19
1848,S1,COM2,19870610,1,5,7.335431863,0.10517
1849,URM,RES1,19831128,1,5,7.353290147,0.18807
1850,URM,RES1,19820811,1,5,7.349414494,0.18645
1852,C4,RES1,19881007,3,5,7.350839933,0.19673
1853,URM,IND1,19540101,1,5,7.298533075,0.15009
1854,URM,IND1,1954,1,5,7.326079944,0.14998
1855,S1,COM8,20120730,1,5,7.345669964,0.09656
1856,S1,COM8,20120730,1,5,7.352674113,0.11239
1857,S1,COM2,20140204,2,5,7.339539322,0.10955
1858,S1,COM2,20140110,1,5,7.316854625,0.11457
1859,S1,COM2,20130521,1,5,7.343104131,0.11344
1860,URM,RES1,19791019,1,5,7.319362519,0.18185
1861,C4,COM1,20030926,6,5,7.333287796,0.17171
1862,C4,COM2,20030822,3,5,7.350385604,0.21332
1863,S1,COM2,20011122,1,5,7.393540838,0.10736
1864,S1,COM1,20011122,2,5,7.377739581,0.10741
1865,S1,COM2,20020119,1,5,7.36689158,0.11814
1866,S1,COM2,20020119,1,5,7.36649859,0.11815
1867,S1,COM2,20120731,1,5,7.426234308,0.10317
1868,W1,COM1,1952,1,5,7.561044656,0.14246
1869,W1,COM1,1954,1,5,7.567061558,0.14413
1870,S1,COM2,19920929,1,5,7.412349436,0.10897
1871,W1,RES1,1932,1,5,7.455480073,0.12789
1872,URM,COM2,19720325,1,5,7.443169122,0.17108
1873,URM,RES1,19940621,1,5,7.458055696,0.20762
1874,C4,COM2,19921022,3,5,7.369942433,0.20218
1875,S1,COM1,20031029,1,5,7.379622104,0.11909
1876,C4,COM1,20040729,5,5,7.421599122,0.18827
1877,S1,COM1,20021127,1,5,7.418172413,0.11798
1878,S1,COM2,20010522,1,5,7.367347446,0.11717
1879,C4,IND3,19940118,1,5,7.106071561,0.20956
1880,S1,COM2,20090302,1,5,7.570354023,0.11437
1881,S1,COM2,20090302,1,5,7.560137096,0.12477
1882,URM,COM2,19791002,1,5,7.041692494,0.18318
1883,URM,RES1,1960,1,5,7.065272576,0.15764
1884,W1,RES1,1930,1,5,7.075602682,0.12784
1885,S1,COM2,19970821,1,5,7.118556284,0.11094
1886,S1,COM2,20020805,1,5,7.107325208,0.11896
1887,S1,COM2,20120116,1,5,7.240443629,0.12925
1888,C4,COM2,20080904,3,5,7.22430511,0.24186
1889,URM,COM1,19740624,1,5,7.585798349,0.1732
1890,S1,COM1,20120709,2,5,7.588766706,0.10685
1891,URM,RES1,19821224,1,5,7.574659897,0.18532
1892,URM,RES1,19860626,2,5,7.597239181,0.1919
1893,URM,RES1,19910820,2,5,7.587036408,0.20102
1894,S1,COM4,20120718,1,5,7.17210619,0.12579
1895,S1,COM2,20110705,1,5,7.2824953,0.12795
1896,URM,RES1,1935,1,5,7.295860822,0.13247
1897,C4,RES1,19960831,2,5,7.290095927,0.21269
1898,S1,COM1,20011019,1,5,7.273674343,0.11746
1899,C4,COM1,19980821,2,5,7.26609589,0.21714
1900,S1,COM3,19970530,2,5,7.259482089,0.11377
1902,C4,RES1,19921113,3,5,7.251878853,0.20478
1903,W1,COM3,1954,1,5,7.319106088,0.14509
1904,C4,IND3,19841207,1,5,7.322488765,0.1899
1905,S1,COM2,20010921,1,5,7.312454866,0.11734
1906,C4,RES1,19821102,3,5,7.344001154,0.18648
1907,URM,RES1,19851010,1,5,7.353564196,0.19144
1908,URM,RES1,19850823,1,5,7.347123138,0.19147
1909,URM,RES1,19821221,1,5,7.32999412,0.18655
1910,W1,RES1,1949,1,5,7.300322899,0.14099
1911,URM,RES1,19800801,1,5,7.697651722,0.18154
1912,URM,RES1,19740614,1,5,7.696298891,0.17267
1913,URM,RES1,19861007,2,5,7.691907808,0.1914
1914,URM,RES1,19810330,2,5,7.858905268,0.18229
1915,URM,RES1,19871229,2,5,7.868717219,0.1922
1916,C4,RES1,20020724,3,5,7.851023281,0.22273
1917,URM,RES3,19900813,3,5,7.861623289,0.19764
1918,URM,RES1,19870422,1,5,7.730278013,0.19294
1919,C4,COM2,19970407,3,5,7.751656741,0.21215
1920,URM,RES1,19950811,2,5,7.732150536,0.20809
1921,C4,RES3,20140613,5,5,7.700535901,0.23327
1922,URM,RES1,19830630,2,5,7.71731891,0.18622
1923,URM,RES1,19841013,1,5,7.709320546,0.18792
1924,URM,RES1,19840604,1,5,7.721871365,0.18785
1925,S1,COM2,19940603,1,5,7.73328822,0.1097
1926,URM,RES1,19891127,2,5,7.726696453,0.19654
1927,URM,RES1,19710110,1,5,7.777516052,0.16818
1928,C4,REL1,20060828,5,5,7.753430835,0.20732
1929,S1,COM2,20090202,1,5,7.759852621,0.12408
1930,C4,RES1,19931103,4,5,7.759961994,0.20393
1931,C4,COM1,19851228,3,5,7.755982653,0.18935
1932,C4,COM1,19970721,3,5,7.735201723,0.204
1933,C4,COM2,19921006,3,5,7.745844724,0.20206
1934,S1,COM1,20050317,5,5,7.739004451,0.07885
1935,URM,RES1,19950524,2,5,7.78310568,0.2078
1936,URM,RES1,19710106,1,5,7.781686576,0.16816
1937,URM,RES1,19971117,1,5,7.783475611,0.21196
1938,URM,RES1,19710106,1,5,7.774842199,0.16819
1939,S1,RES1,20150512,1,5,7.974504473,0.13021
1940,URM,COM1,19710202,2,5,7.771152953,0.16821
1941,C4,RES1,20150211,4,5,7.770761959,0.24866
1942,URM,RES1,19700906,1,5,7.773769476,0.16687
1944,W1,RES1,1943,1,5,7.686596521,0.13486
1945,S1,COM1,20130116,1,5,7.519604848,0.12577
1946,C4,RES3,19850628,3,5,7.45264344,0.19093
1947,C4,REL1,20081017,5,5,7.448225994,0.19305
1948,URM,COM2,20010911,1,5,7.52360153,0.2224
1949,S1,COM2,20040614,1,5,7.495671728,0.11972
1950,URM,RES1,19820614,1,5,7.490102609,0.18575
1951,S1,COM1,20150819,1,5,7.860804137,0.13063
1952,C4,COM2,20021001,3,5,7.864107555,0.20813
1954,C4,RES1,19781021,2,5,7.894112843,0.17751
1955,S1,COM2,19950913,1,5,7.742378568,0.11053
1956,URM,RES1,19821021,1,5,7.722644298,0.18457
1957,C4,REL1,20060105,4,5,7.722410947,0.19854
1958,URM,RES1,19850904,1,5,7.67868508,0.18976
1959,S1,COM2,19971206,1,5,7.767554933,0.11221
1960,C4,COM2,19951016,3,5,7.751757154,0.20798
1961,S1,COM2,19910720,1,5,7.7627896,0.10712
1962,URM,COM2,19701105,1,5,7.885687801,0.16635
1963,URM,RES1,19811223,1,5,7.881385573,0.18217
1964,S1,RES1,20050617,1,5,7.870388551,0.1195
1965,URM,RES1,19810519,1,5,7.873818472,0.18221
1966,C4,RES1,19870926,2,5,7.859361652,0.19225
1967,URM,RES1,19870810,1,5,7.748758502,0.19284
1968,URM,RES1,19870810,1,5,7.743239843,0.19287
1969,URM,RES1,19851119,1,5,7.739527795,0.18944
1970,URM,RES1,19881215,2,5,7.733376611,0.1947
1971,URM,RES1,19851119,1,5,7.719563913,0.18954
1972,URM,RES1,19871222,1,5,7.71391865,0.19303
1973,URM,RES1,19861113,1,5,7.705645649,0.19133
1974,URM,RES1,19861113,2,5,7.711637195,0.1913
1975,W1,RES1,1935,2,5,7.540206689,0.12963
1976,S1,COM2,20040607,1,5,7.553834592,0.11953
1977,S1,RES1,19961028,2,5,7.50119344,0.10895
1978,C4,COM1,19950118,2,5,7.499031318,0.20943
1979,URM,RES1,19871020,2,5,7.467582715,0.19433
1980,URM,RES1,19940805,1,5,7.484102926,0.20747
1981,S1,COM2,19990506,1,5,7.468006953,0.11497
1982,S1,COM1,19940321,1,5,7.468409321,0.1105
1983,URM,RES1,19900117,2,5,7.507039359,0.19958
1984,S1,RES1,20090624,2,5,7.499545903,0.11459
1985,W1,RES1,1941,1,5,7.489488045,0.1341
1986,W1,RES1,1957,1,5,7.498388967,0.14701
1987,URM,RES1,19831015,1,5,7.499030325,0.18734
1988,W1,RES1,1940,1,5,7.502394473,0.13332
1989,W1,RES1,1930,1,5,7.509666975,0.12637
1990,W1,RES1,1940,1,5,7.521994688,0.13325
1991,C4,COM2,19960801,2,5,7.527977468,0.21134
1992,C4,RES1,19971006,2,5,7.496937309,0.21364
1993,C4,COM1,20040629,2,5,7.518004118,0.22962
1994,URM,RES1,19890818,2,5,7.513668409,0.19769
1995,W1,RES1,1954,1,5,7.503268843,0.14438
1996,URM,RES1,19940816,1,5,7.507839807,0.20734
1997,URM,COM1,19941117,1,5,7.501781382,0.20737
1998,S1,COM1,20050804,1,5,7.512608213,0.12068
1999,C4,RES1,19980617,3,5,7.508660293,0.21573
2000,W1,RES1,1935,1,5,7.541701192,0.12963
2001,W1,COM2,1935,1,5,7.534441395,0.12965
2002,URM,RES1,19891128,1,5,7.54433311,0.19752
2003,S1,COM2,19981221,1,5,7.531383153,0.11385
2004,C4,COM1,20090102,7,5,7.557471875,0.17716
2005,S1,COM2,20080724,3,5,7.580493556,0.09567
2006,C4,COM2,20080716,3,5,7.591864561,0.2372
2007,W1,RES1,1935,1,5,7.422512358,0.13005
2008,C4,RES3,19910126,15,5,7.399931181,0.20204
2009,C4,RES3,19910123,2,5,7.39816163,0.20205
2010,S1,COM2,20010618,1,5,7.467631218,0.11686
2011,URM,RES3,19881205,3,5,7.473437687,0.19608
2012,C4,COM3,20081224,2,5,7.456781266,0.24037
2013,URM,COM1,19760617,1,5,7.480609864,0.17657
2014,URM,RES1,19820624,1,5,7.498452005,0.18571
2015,S1,COM1,20111124,1,5,7.448365638,0.12738
2016,S1,COM2,20111124,1,5,7.455113715,0.11678
2017,S1,COM2,20111124,1,5,7.447988428,0.11681
2018,S1,COM1,20111124,1,5,7.442876145,0.11682
2019,C4,RES3,19960523,20,5,7.414909661,0.11863
2020,C4,RES3,19960523,2,5,7.403488191,0.11866
2021,C4,COM2,19970910,2,5,7.380272018,0.21431
2022,C4,RES1,20001213,2,5,7.405698732,0.2208
2023,URM,RES1,19841024,2,5,7.439578173,0.1893
2024,URM,RES1,19851010,1,5,7.428547187,0.19105
2025,C4,COM2,19981113,2,5,7.469851424,0.21596
2028,C4,RES1,19971201,3,5,7.477512259,0.2117
2029,C4,RES3,19960523,18,5,7.470943093,0.12276
2030,C4,RES3,19960523,2,5,7.458044193,0.1228
2031,S1,COM2,20021105,1,5,7.479275686,0.11779
2032,URM,COM2,19990810,2,5,7.544867591,0.21772
2033,C4,RES1,20041118,2,5,7.534495944,0.22952
2034,C4,RES1,20021022,2,5,7.531299851,0.2247
2036,C4,COM1,20051021,2,5,7.469288762,0.23243
2038,C4,REL1,20060109,3,5,7.436455747,0.23295
2039,C4,RES3,20060829,15,5,7.737621398,0.1471
2040,C4,COM1,20060829,3,5,7.808914889,0.23059
2041,C4,RES3,20060829,15,5,7.790352743,0.14689
2042,C4,RES3,20060829,15,5,7.742292495,0.14708
2043,C4,RES3,20060829,1,5,7.787864675,0.23295
2044,C4,RES3,20060829,15,5,7.704987407,0.14456
2045,C4,RES3,20060829,15,5,7.765271992,0.14699
2047,C4,RES3,19990506,20,5,7.808593621,0.12096
2048,C4,RES3,19990506,20,5,7.805295545,0.21617
2049,C4,RES3,19990506,20,5,7.856628049,0.1208
2050,C4,RES3,19990506,20,5,7.814623673,0.12094
2051,C4,RES3,19990506,20,5,7.773086797,0.12108
2052,C4,RES3,20090206,0,5,7.848917599,0.2405
2053,C4,RES3,20060829,15,5,7.815826949,0.14678
2054,C4,RES3,20060829,15,5,7.776632318,0.14694
2055,W1,RES1,1934,1,5,7.910670887,0.12763
2056,S1,COM2,19951110,1,5,7.961583607,0.10986
2057,C4,RES3,19990506,2,5,7.927676892,0.21543
2058,C4,RES3,19990506,20,5,7.867018516,0.11995
2059,C4,RES3,19990506,20,5,7.885073019,0.11989
2060,C4,RES3,19990506,20,5,7.835037925,0.12006
2061,C4,RES3,19990506,20,5,7.903717514,0.12064
2062,C4,RES3,19990506,20,5,7.851680409,0.12081
2064,URM,RES1,19870420,2,5,7.933574608,0.19185
2065,S1,RES1,20050105,1,5,8.340018983,0.11791
2066,S1,COM2,20011231,2,5,8.332317635,0.09518
2067,URM,RES1,1942,1,5,8.132736148,0.13531
2068,S1,COM8,20060906,2,5,8.126018696,0.09598
2069,URM,RES1,1940,1,5,8.15882843,0.13348
2070,W1,RES1,1938,1,5,7.895595111,0.13045
2071,W1,RES1,1938,1,5,7.906956762,0.13041
2072,URM,RES1,1940,1,5,7.908687189,0.13443
2073,URM,RES1,1940,1,5,7.901505301,0.13446
2074,URM,COM1,19851230,3,5,7.737890218,0.18945
2075,URM,COM1,20010905,1,5,7.722958392,0.22119
2076,C4,REL1,19901210,3,5,7.733639844,0.16874
2077,URM,RES1,19830513,2,5,7.906569701,0.18525
2078,URM,COM1,19810921,3,5,7.898278,0.18209
2079,C4,RES3,20080901,18,5,8.012581406,0.13528
2080,C4,RES3,20080901,18,5,7.971470307,0.13353
2081,C4,COM2,20080901,1,5,7.956837686,0.23708
2082,C4,RES3,20080901,18,5,7.931139818,0.13368
2083,C4,RES3,20080901,1,5,7.939824276,0.23719
2084,C4,RES3,20080901,1,5,7.983779162,0.2369
2085,URM,COM1,19850608,1,5,7.885479618,0.18867
2086,URM,COM1,19760512,1,5,7.75321547,0.17526
2087,C4,RES3,20080901,18,5,8.082190232,0.14253
2088,C4,RES3,20080901,18,5,8.031542579,0.1333
2089,C4,RES3,20080901,17,5,7.98815674,0.13347
2090,C4,RES3,20080901,19,5,8.059060528,0.1332
2091,C4,RES3,20080901,2,5,8.037050817,0.23428
2092,C4,RES3,20080901,21,5,8.001902274,0.12825
2093,C4,RES3,20080901,18,5,7.955925933,0.13549
2094,C4,RES3,20080901,19,5,8.034840642,0.12977
2095,C4,RES3,20060829,1,5,7.73704805,0.23328
2096,C4,RES3,20060829,15,5,7.740868875,0.14709
2097,C4,RES3,20060829,15,5,7.703814437,0.14724
2098,C4,RES3,20060829,15,5,7.664608347,0.1474
2099,C4,RES3,20060829,3,5,7.737770347,0.23104
2100,C4,RES3,20060829,15,5,7.702749152,0.14724
2101,C4,RES3,20060829,15,5,7.663437398,0.1474
2102,C4,RES3,20080901,1,5,8.067976896,0.23633
2103,URM,RES1,19830902,2,5,7.788725397,0.18586
2104,URM,RES1,19810704,2,5,7.80858081,0.18254
2105,URM,RES1,19790717,1,5,7.823236251,0.17937
2107,C4,EDU1,20001211,4,5,7.834658526,0.19403
2108,URM,RES1,19790331,1,5,7.808443701,0.17945
2109,URM,RES1,19790912,1,5,7.802104259,0.17948
2110,W1,RES1,20020307,1,5,7.938884244,0.19938
2111,URM,RES1,19880613,1,5,7.802377908,0.19432
2112,C4,COM2,19960730,3,5,7.774868652,0.2079
2113,URM,RES1,19790331,1,5,7.814554176,0.17941
2114,URM,RES1,19790620,2,5,7.81257856,0.17942
2115,URM,RES1,19790331,1,5,7.804391537,0.17947
2116,URM,RES1,19800314,1,5,7.799176547,0.18103
2117,URM,RES1,19800314,1,5,7.792506064,0.18106
2118,URM,RES1,19800317,1,5,7.79501096,0.18105
2119,C4,COM2,20030419,2,5,7.588881554,0.22674
2120,C4,COM1,19991206,2,5,7.569295849,0.21758
2121,URM,RES1,19901228,1,5,7.572597269,0.19922
2122,C4,COM1,19820603,2,5,7.807901682,0.18414
2123,C4,COM2,19860312,3,5,7.799419436,0.19083
2124,URM,COM2,19790425,2,5,7.813526602,0.17942
2125,URM,COM2,19870520,1,5,7.807981227,0.19252
2126,C4,COM2,19911202,3,5,7.814895079,0.19977
2127,URM,RES1,19810708,2,5,7.893895735,0.18211
2128,URM,RES1,19810709,1,5,7.890728274,0.18213
2129,URM,RES1,1956,1,5,7.886741414,0.1498
2130,URM,RES1,19840113,1,5,8.080798907,0.18597
2131,URM,RES1,19710710,1,5,7.881857921,0.16769
2132,URM,RES1,19871210,1,5,7.874210043,0.19217
2133,W1,RES1,1938,1,5,7.586472221,0.13157
2134,URM,RES1,1945,1,5,7.583208796,0.14011
2135,URM,RES1,19810805,1,5,7.850187675,0.18233
2136,URM,RES1,19820816,1,5,7.872628099,0.18381
2137,URM,RES1,19830528,1,5,7.8705174,0.18543
2138,URM,RES1,19830528,1,5,7.868387769,0.18544
2139,S1,COM2,19940526,1,5,7.830708394,0.10941
2140,C4,COM2,20030618,1,5,7.837469867,0.22519
2141,URM,RES1,19700906,1,5,7.778754117,0.16684
2142,S1,RES1,19990423,1,5,7.788927664,0.11396
2143,URM,RES1,19750410,1,5,7.929889711,0.17296
2144,URM,RES1,19730724,1,5,7.912645979,0.17025
2145,URM,RES1,19740725,1,5,7.921580402,0.17159
2146,URM,RES1,19740207,1,5,7.902424448,0.17169
2148,URM,RES1,19821019,1,5,7.888403984,0.18373
2149,C4,IND1,19821101,1,5,7.879978799,0.18377
2150,URM,COM2,19821101,1,5,7.879328315,0.18377
2151,W1,RES1,1943,1,5,7.92551676,0.13397
2152,W1,RES1,1947,1,5,7.927152413,0.13701
2153,S1,COM1,19920618,1,5,7.917365034,0.10747
2154,S1,RES1,20001230,1,5,7.904578863,0.11452
2155,W1,RES1,1944,1,5,7.896849027,0.13483
2156,W1,RES1,1939,1,5,7.885704855,0.1312
2157,W1,RES1,1944,1,5,7.892746841,0.13484
2158,URM,RES1,19930329,1,5,7.880828408,0.20324
2159,URM,RES1,19930628,2,5,7.890508462,0.20319
2161,W1,RES1,1943,1,5,7.916426401,0.134
2162,URM,RES1,19790228,2,5,7.914789681,0.17891
2166,URM,COM1,19760619,1,5,7.905082525,0.17452
2167,URM,RES1,19950207,3,5,9.822101882,0.19545
2168,URM,RES1,19950119,3,5,9.853241477,0.19525
2169,URM,RES1,19950119,2,5,9.846886767,0.19529
2170,URM,RES1,19940203,2,5,9.839188959,0.19344
2171,URM,RES1,19940402,3,5,9.82198738,0.19355
2172,C4,RES1,19950511,3,5,9.875338944,0.19511
2173,S1,COM2,19950323,1,5,9.863449416,0.10371
2174,URM,RES1,19950119,3,5,9.855411518,0.19524
2175,C4,RES1,19950120,3,5,9.65641708,0.19649
2176,URM,RES1,19891027,2,5,9.706282615,0.18526
2177,URM,RES1,19930910,2,5,9.818591937,0.1917
2178,C4,RES1,19960410,3,5,9.836377178,0.19541
2179,C4,RES1,19960410,3,5,9.832408791,0.19543
2180,C4,RES1,19960409,3,5,9.826325242,0.19547
2181,URM,RES1,19930716,1,5,9.847760085,0.19152
2182,S1,COM2,19980514,1,5,9.836955369,0.10629
2183,URM,RES1,19960722,2,5,9.645949722,0.19851
2184,URM,RES1,19950722,3,5,9.65027814,0.19653
2185,S1,COM2,19970509,1,5,9.631504968,0.10614
2186,URM,RES1,19950217,3,5,9.638021873,0.1966
2187,URM,RES1,19960315,3,5,9.650215861,0.19848
2188,C4,RES1,19961030,2,5,9.692944859,0.19821
2189,URM,RES1,19920818,2,5,9.685005877,0.19069
2190,C4,RES1,20130912,4,5,9.675244369,0.22301
2191,URM,RES1,19890826,1,5,9.677497325,0.18543
2192,C4,COM2,19950906,3,5,9.636326751,0.19662
2193,S1,COM2,19970718,2,5,9.663307554,0.08207
2194,S1,COM2,20060904,2,5,9.617794492,0.08569
2195,W1,COM2,19971230,2,5,9.586335264,0.18222
2196,S1,COM2,19961002,1,5,9.596734885,0.10542
2197,URM,COM2,19830407,1,5,9.608804629,0.17603
2198,URM,RES1,19790811,1,5,9.65849349,0.16979
2199,C4,RES4,19950817,3,5,9.904012256,0.19307
2200,C4,RES3,19960402,3,5,9.920530662,0.19676
2201,C4,RES3,19960518,3,5,9.912285897,0.19681
